=== LPC Import Credits ===
Generated: 2026-03-01 22:29:23
Total items: 1101

All assets imported under their respective safe licenses (CC0, OGA-BY, CC-BY).
Assets requiring GPL or CC-BY-SA were excluded from import.

[Afro] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Spider amulet] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Spider amulet] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Spiked liberty2] (female) Authors: Cobra Hubbard (BlueVortexGames), bluecarrot16 | License: CC-BY 3.0 | https://opengameart.org/content/anime-lpc-hair ; https://opengameart.org/content/lpc-hair
[Spiked liberty2] (male) Authors: Cobra Hubbard (BlueVortexGames), bluecarrot16 | License: CC-BY 3.0 | https://opengameart.org/content/anime-lpc-hair ; https://opengameart.org/content/lpc-hair
[Spiked] (female) Authors: kcilds/Rocetti/Eredah | License: CC-BY 4.0 | https://opengameart.org/content/eredah-rpg-character-base-48x64-ongoing ; https://opengameart.org/content/lpc-hair
[Spiked] (male) Authors: kcilds/Rocetti/Eredah | License: CC-BY 4.0 | https://opengameart.org/content/eredah-rpg-character-base-48x64-ongoing ; https://opengameart.org/content/lpc-hair
[Split Kimono Trim] (female) Authors: JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-kimono-relm
[Split Kimono] (female) Authors: JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-kimono-relm
[Star amulet] (female) Authors: bluecarrot16, AntumDeluge, 7Soul | License: CC0 | https://www.deviantart.com/7soul1/art/129892453 ; https://opengameart.org/content/cc0-jewelry-icons ; https://opengameart.org/content/lpc-jewelry
[Star amulet] (male) Authors: bluecarrot16, AntumDeluge, 7Soul | License: CC0 | https://www.deviantart.com/7soul1/art/129892453 ; https://opengameart.org/content/cc0-jewelry-icons ; https://opengameart.org/content/lpc-jewelry
[Star Charm] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Star Charm] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Straight skirt] (female) Authors: bluecarrot16, ElizaWy | License: OGA-BY 3.0, GPL 3.0 | http://opengameart.org/content/lpc-clothing-updates
[Striped Formal Pants] (female) Authors: bluecarrot16, JaidynReiman, ElizaWy, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-2-characters ; https://opengameart.org/content/lpc-gentleman ; https://opengameart.org/content/lpc-expanded-pants
[Striped Formal Pants] (male) Authors: bluecarrot16, JaidynReiman, ElizaWy, Johannes Sjölund (wulax), Stephen Challener (Redshrike) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles ; https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-2-characters ; https://opengameart.org/content/lpc-gentleman ; https://opengameart.org/content/lpc-expanded-pants
[Stud earrings] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Stud earrings] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Stud Ring] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Stud Ring] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Sugarloaf greathelm] (female) Authors: bluecarrot16 | License: CC-BY 3.0, CC-BY 4.0, OGA-BY 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Sugarloaf greathelm] (male) Authors: bluecarrot16 | License: CC-BY 3.0, CC-BY 4.0, OGA-BY 3.0, GPL 2.0, GPL 3.0 | https://opengameart.org/content/lpc-helmets ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Suspenders] (female) Authors: ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Suspenders] (male) Authors: ElizaWy, JaidynReiman | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Tabard] (female) Authors: bluecarrot16, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates
[Tabard] (female) Authors: JaidynReiman, Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women ; http://opengameart.org/content/lpc-clothing-updates
[Tabard] (male) Authors: bluecarrot16, Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; http://opengameart.org/content/lpc-clothing-updates
[Tabard] (male) Authors: JaidynReiman, Matthew Krohn (makrohn), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-medieval-fantasy-character-sprites ; https://opengameart.org/content/lpc-combat-armor-for-women ; http://opengameart.org/content/lpc-clothing-updates
[Tabi Socks] (female) Authors: JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-kimono-relm ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Tabi Socks] (male) Authors: JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-kimono-relm ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Tanktop] (female) Authors: bluecarrot16, ElizaWy, Matthew Krohn (makrohn), Marcel van de Steeg (MadMarcel), Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-7-womens-shirts ; http://opengameart.org/content/lpc-clothing-updates
[Tanktop] (female) Authors: bluecarrot16, ElizaWy, Matthew Krohn (makrohn), Marcel van de Steeg (MadMarcel), Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-7-womens-shirts ; https://opengameart.org/content/lpc-pregnancy-bases-maternity-wear ; http://opengameart.org/content/lpc-clothing-updates
[Tattered] (female) Authors: Nila122, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/lpc-roman-armor
[Tattered] (male) Authors: Nila122, JaidynReiman | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; https://opengameart.org/content/lpc-roman-armor
[Thick Eyebrows] (female) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Thick Eyebrows] (male) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Thick Headband Rune] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Thick Headband Rune] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Thick Headband] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Thick Headband] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-relm-hair-xlong-ponytail ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Thick Plated Toe] (female) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-kimono-relm ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Thick Plated Toe] (male) Authors: JaidynReiman | License: OGA-BY 3.0+, CC-BY 3.0+, GPL 3.0 | https://opengameart.org/content/lpc-kimono-relm ; https://opengameart.org/content/lpc-expanded-socks-shoes
[Thin Eyebrows] (female) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Thin Eyebrows] (male) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Tied Headband] (female) Authors: Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-lizard-headgear ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tied Headband] (male) Authors: Nila122 | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-lizard-headgear ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Transparent Dragonfly Wings] (female) Authors: The Foreman | License: OGA-BY 4.0, CC-BY-SA 4.0 | https://opengameart.org/content/lpc-fairy-wings-pack-2
[Transparent Dragonfly Wings] (male) Authors: The Foreman | License: OGA-BY 4.0, CC-BY-SA 4.0 | https://opengameart.org/content/lpc-fairy-wings-pack-2
[Transparent Pixie Wings] (female) Authors: The Foreman | License: OGA-BY 4.0, CC-BY-SA 4.0 | https://opengameart.org/content/lpc-fairy-wings
[Transparent Pixie Wings] (male) Authors: The Foreman | License: OGA-BY 4.0, CC-BY-SA 4.0 | https://opengameart.org/content/lpc-fairy-wings
[Tricorne Captain Skull] (female) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Captain Skull] (male) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Captain Trim] (female) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Captain Trim] (male) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Captain] (female) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Captain] (male) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Lieutenant Trim] (female) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Lieutenant Trim] (male) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Lieutenant] (female) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Lieutenant] (male) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Stitching] (female) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Stitching] (male) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Thatching] (female) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne Thatching] (male) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne] (female) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Tricorne] (male) Authors: bluecarrot16 | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-pirates ; https://opengameart.org/content/lpc-expanded-hats-facial-helmets
[Trilliant cut Gem] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Trilliant cut Gem] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-jewelry
[Trimmed Beard] (female) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Trimmed Beard] (male) Authors: ElizaWy | License: OGA-BY 3.0 | https://github.com/ElizaWy/LPC/tree/main/Characters/Hair ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more
[Troll] (female) Authors: bluecarrot16, AntumDeluge, Tuomo Untinen (reemax) | License: CC-BY 3.0 | https://opengameart.org/content/musclemanogreminotaur ; https://opengameart.org/content/trolls-0 ; https://opengameart.org/content/lpc-folk
[Troll] (male) Authors: bluecarrot16, AntumDeluge, Tuomo Untinen (reemax) | License: CC-BY 3.0 | https://opengameart.org/content/musclemanogreminotaur ; https://opengameart.org/content/trolls-0 ; https://opengameart.org/content/lpc-folk
[TShirt Buttoned] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[TShirt Buttoned] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[TShirt Scoop] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[TShirt Scoop] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | http://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[TShirt VNeck] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[TShirt VNeck] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[TShirt] (female) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[TShirt] (male) Authors: ElizaWy, JaidynReiman, Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0 | https://opengameart.org/content/lpc-revised-character-basics ; https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing ; https://opengameart.org/content/lpc-expanded-sit-run-jump-more ; https://opengameart.org/content/lpc-expanded-simple-shirts
[Tunic] (female) Authors: bluecarrot16, JaidynReiman, Matthew Krohn (makrohn), Marcel van de Steeg (MadMarcel), Stephen Challener (Redshrike), Johannes Sjölund (wulax) | License: OGA-BY 3.0, CC-BY-SA 3.0, GPL 3.0 | https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle ; https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more ; http://opengameart.org/content/lpc-clothing-updates
[Twists fade] (female) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
[Twists fade] (male) Authors: bluecarrot16 | License: CC0 | https://opengameart.org/content/lpc-hair
